External Shade Option,Glass Option,Internal Shade Option,Pane Option,Direction,10,15,20,25,30,35
Skylights,Clear Glass or Plastic,Inclination 60 Degrees,Double Pane,SE/SW,121,123,126,129,132,134
Skylights,Clear Glass or Plastic,Inclination 60 Degrees,Double Pane,S,99,102,104,107,110,113
Skylights,Clear Glass or Plastic,Inclination 45 Degrees,Single Pane,N,129,135,141,146,152,158
Skylights,Clear Glass or Plastic,Inclination 45 Degrees,Single Pane,NE/NW,153,158,164,170,175,181
Skylights,Clear Glass or Plastic,Inclination 45 Degrees,Single Pane,E/W,170,176,182,187,193,199
Skylights,Clear Glass or Plastic,Inclination 45 Degrees,Single Pane,SE/SW,163,168,174,180,185,191
Skylights,Clear Glass or Plastic,Inclination 45 Degrees,Single Pane,S,141,147,153,158,164,170
Skylights,Clear Glass or Plastic,Inclination 45 Degrees,Double Pane,N,112,115,117,120,123,126
Skylights,Clear Glass or Plastic,Inclination 45 Degrees,Double Pane,NE/NW,132,134,137,140,143,146
Skylights,Clear Glass or Plastic,Inclination 45 Degrees,Double Pane,E/W,146,149,152,155,158,161
Skylights,Clear Glass or Plastic,Inclination 45 Degrees,Double Pane,SE/SW,140,143,146,148,151,154
Skylights,Clear Glass or Plastic,Inclination 45 Degrees,Double Pane,S,122,125,128,131,134,136
Skylights,Clear Glass or Plastic,Inclination 30 Degrees,Single Pane,N,150,156,161,166,172,177
Skylights,Clear Glass or Plastic,Inclination 30 Degrees,Single Pane,NE/NW,167,172,177,183,188,194
Skylights,Clear Glass or Plastic,Inclination 30 Degrees,Single Pane,E/W,179,185,190,195,201,206
Skylights,Clear Glass or Plastic,Inclination 30 Degrees,Single Pane,SE/SW,174,179,184,190,195,201
Skylights,Clear Glass or Plastic,Inclination 30 Degrees,Single Pane,S,159,164,169,175,180,186
Skylights,Clear Glass or Plastic,Inclination 30 Degrees,Double Pane,N,130,133,135,138,141,144
Skylights,Clear Glass or Plastic,Inclination 30 Degrees,Double Pane,NE/NW,144,147,149,152,155,158
Skylights,Clear Glass or Plastic,Inclination 30 Degrees,Double Pane,E/W,154,157,160,163,165,168
Skylights,Clear Glass or Plastic,Inclination 30 Degrees,Double Pane,SE/SW,150,153,155,158,161,164
Skylights,Clear Glass or Plastic,Inclination 30 Degrees,Double Pane,S,137,140,143,146,148,151
Skylights,Clear Glass or Plastic,Inclination 0 Degrees,Single Pane,Horizontal,160,164,168,172,176,180
Skylights,Clear Glass or Plastic,Inclination 0 Degrees,Double Pane,Horizontal,139,141,143,145,147,149
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 60 Degrees,Single Pane,N,70,75,81,86,92,97
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 60 Degrees,Single Pane,NE/NW,90,95,101,106,112,117
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 60 Degrees,Single Pane,E/W,106,111,116,122,127,133
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 60 Degrees,Single Pane,SE/SW,99,104,109,115,120,126
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 60 Degrees,Single Pane,S,80,86,91,97,102,108
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 60 Degrees,Double Pane,N,55,58,60,63,66,69
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 60 Degrees,Double Pane,NE/NW,70,72,75,78,81,83
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 60 Degrees,Double Pane,E/W,81,84,86,89,92,95
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 60 Degrees,Double Pane,SE/SW,76,78,81,84,87,89
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 60 Degrees,Double Pane,S,63,65,68,71,74,76
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 45 Degrees,Single Pane,N,91,95,102,107,113,119
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 45 Degrees,Single Pane,NE/NW,107,112,118,124,129,135
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 45 Degrees,Single Pane,E/W,120,125,131,136,142,148
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 45 Degrees,Single Pane,SE/SW,114,120,125,131,136,142
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 45 Degrees,Single Pane,S,99,105,110,116,122,127
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 45 Degrees,Double Pane,N,71,74,77,80,83,86
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 45 Degrees,Double Pane,NE/NW,83,86,89,92,95,98
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 45 Degrees,Double Pane,E/W,93,95,98,101,104,107
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 45 Degrees,Double Pane,SE/SW,88,91,94,97,100,103
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 45 Degrees,Double Pane,S,78,81,83,86,89,92
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 30 Degrees,Single Pane,N,105,110,116,121,127,132
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 30 Degrees,Single Pane,NE/NW,117,122,127,133,138,144
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 30 Degrees,Single Pane,E/W,126,131,136,142,147,153
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 30 Degrees,Single Pane,SE/SW,122,127,132,138,143,149
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 30 Degrees,Single Pane,S,111,116,122,127,133,138
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 30 Degrees,Double Pane,N,83,86,89,91,94,97
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 30 Degrees,Double Pane,NE/NW,92,94,97,100,103,105
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 30 Degrees,Double Pane,E/W,98,101,104,106,109,112
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 30 Degrees,Double Pane,SE/SW,95,98,101,103,106,109
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 30 Degrees,Double Pane,S,88,90,93,96,99,101
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 0 Degrees,Single Pane,Horizontal,112,116,120,124,128,132
Skylights,Tinted (Heat Absorbing) Glass OR Opaque Plastic,Inclination 0 Degrees,Double Pane,Horizontal,89,91,93,95,97,99
Skylights,Reflective Coated,Inclination 60 Degrees,Single Pane,N,52,58,63,69,74,79
Skylights,Reflective Coated,Inclination 60 Degrees,Single Pane,NE/NW,70,75,80,86,91,97
Skylights,Reflective Coated,Inclination 60 Degrees,Single Pane,E/W,83,88,93,99,104,110
Skylights,Reflective Coated,Inclination 60 Degrees,Single Pane,SE/SW,77,83,88,94,99,105
Skylights,Reflective Coated,Inclination 60 Degrees,Single Pane,S,61,66,72,77,83,88
Skylights,Reflective Coated,Inclination 60 Degrees,Double Pane,N,41,43,46,49,52,54
Skylights,Reflective Coated,Inclination 60 Degrees,Double Pane,NE/NW,53,56,58,61,64,66
Skylights,Reflective Coated,Inclination 60 Degrees,Double Pane,E/W,62,64,67,70,72,75
Skylights,Reflective Coated,Inclination 60 Degrees,Double Pane,SE/SW,57,60,63,65,68,71
Skylights,Reflective Coated,Inclination 60 Degrees,Double Pane,S,47,49,52,55,58,60
Skylights,Reflective Coated,Inclination 45 Degrees,Single Pane,N,65,70,76,81,87,93
Skylights,Reflective Coated,Inclination 45 Degrees,Single Pane,NE/NW,77,82,88,93,99,105
Skylights,Reflective Coated,Inclination 45 Degrees,Single Pane,E/W,85,91,96,102,107,113
Skylights,Reflective Coated,Inclination 45 Degrees,Single Pane,SE/SW,82,87,93,98,104,110
Skylights,Reflective Coated,Inclination 45 Degrees,Single Pane,S,71,76,82,88,93,99
Skylights,Reflective Coated,Inclination 45 Degrees,Double Pane,N,51,54,57,59,62,65
Skylights,Reflective Coated,Inclination 45 Degrees,Double Pane,NE/NW,60,62,65,68,71,74
Skylights,Reflective Coated,Inclination 45 Degrees,Double Pane,E/W,67,69,72,75,78,81
Skylights,Reflective Coated,Inclination 45 Degrees,Double Pane,SE/SW,64,66,69,72,75,78
Skylights,Reflective Coated,Inclination 45 Degrees,Double Pane,S,56,59,62,64,67,70
Skylights,Reflective Coated,Inclination 30 Degrees,Single Pane,N,76,81,86,92,97,103
Skylights,Reflective Coated,Inclination 30 Degrees,Single Pane,NE/NW,85,90,95,101,106,112
Skylights,Reflective Coated,Inclination 30 Degrees,Single Pane,E/W,92,97,102,108,113,119
Skylights,Reflective Coated,Inclination 30 Degrees,Single Pane,SE/SW,89,94,99,105,110,116
Skylights,Reflective Coated,Inclination 30 Degrees,Single Pane,S,81,86,91,97,102,108
Skylights,Reflective Coated,Inclination 30 Degrees,Double Pane,N,60,63,65,68,71,74
Skylights,Reflective Coated,Inclination 30 Degrees,Double Pane,NE/NW,66,69,71,74,77,80
Skylights,Reflective Coated,Inclination 30 Degrees,Double Pane,E/W,71,74,76,79,82,85
Skylights,Reflective Coated,Inclination 30 Degrees,Double Pane,SE/SW,69,72,74,77,80,83
Skylights,Reflective Coated,Inclination 30 Degrees,Double Pane,S,63,66,68,71,74,77
Skylights,Reflective Coated,Inclination 0 Degrees,Single Pane,Horizontal,80,84,88,92,96,100
Skylights,Reflective Coated,Inclination 0 Degrees,Double Pane,Horizontal,64,66,68,70,72,74
